Sun, 12 Apr 15 04:17:44 -0400 | /140dev/db/parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x86\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 587167493522751488, tweet_text = "Chef Marielle\'s very own recipe 😆😎😎😎😎😎😎😎", created_at = "2015-04-12 04:16:54", geo_lat = 0, geo_long = 0, user_id = 500657409, screen_name = "ViceGandaState3", name = "Marielle ♥ ViceGanda", profile_image_url = "http://pbs.twimg.com/profile_images/584549762000527360/7MehgZ-M_normal.jpg", is_rt = 0
Sun, 12 Apr 15 05:42:13 -0400 | /140dev/db/parse_tweets.php -> in_table | Table '140dev.users' doesn't exist | SELECT * FROM users WHERE user_id="3011673902"
Sun, 12 Apr 15 05:42:13 -0400 | /140dev/db/parse_tweets.php -> insert | Table '140dev.users' doesn't exist | INSERT INTO users SET screen_name = "6d7b9a43eced436", profile_image_url = "http://pbs.twimg.com/profile_images/585755231935299584/Dwf9Xj0__normal.jpg", user_id = 3011673902, name = "Abd Alrhem Ghanem", location = "", url = "", description = "", created_at = "2015-02-06 15:53:32", followers_count = 16, friends_count = 46, statuses_count = 203, time_zone = "", last_update = "2015-04-12 05:42:11"
Sun, 12 Apr 15 05:42:42 -0400 | /140dev/db/parse_tweets.php -> in_table | Table '140dev.users' doesn't exist | SELECT * FROM users WHERE user_id="2987904582"
Sun, 12 Apr 15 05:42:42 -0400 | /140dev/db/parse_tweets.php -> insert | Table '140dev.users' doesn't exist | INSERT INTO users SET screen_name = "mt1221ft", profile_image_url = "http://pbs.twimg.com/profile_images/586746376790216705/e8nJ0SsK_normal.jpg", user_id = 2987904582, name = "هدووووء . .الليل . .", location = "المنطقه الشرقيه", url = "", description = "احب  .  هدوء .الليل .", created_at = "2015-01-18 00:13:00", followers_count = 1510, friends_count = 2001, statuses_count = 491, time_zone = "", last_update = "2015-04-12 05:42:41"
Sun, 12 Apr 15 05:43:29 -0400 | /140dev/db/parse_tweets.php -> in_table | Table '140dev.users' doesn't exist | SELECT * FROM users WHERE user_id="627304156"
Sun, 12 Apr 15 05:43:29 -0400 | /140dev/db/parse_tweets.php -> insert | Table '140dev.users' doesn't exist | INSERT INTO users SET screen_name = "hani7sn7", profile_image_url = "http://pbs.twimg.com/profile_images/579881504429465600/cM1_mbb3_normal.jpg", user_id = 627304156, name = "هاني", location = "", url = "", description = "", created_at = "2012-07-05 07:21:39", followers_count = 199, friends_count = 7, statuses_count = 13214, time_zone = "", last_update = "2015-04-12 05:43:28"
Sun, 12 Apr 15 05:43:45 -0400 | /140dev/db/parse_tweets.php -> in_table | Table '140dev.users' doesn't exist | SELECT * FROM users WHERE user_id="2156349447"
Sun, 12 Apr 15 05:43:45 -0400 | /140dev/db/parse_tweets.php -> insert | Table '140dev.users' doesn't exist | INSERT INTO users SET screen_name = "www5134", profile_image_url = "http://pbs.twimg.com/profile_images/496234347402231808/l22ZDuji_normal.jpeg", user_id = 2156349447, name = "هتلر", location = "", url = "", description = "", created_at = "2013-10-27 17:38:43", followers_count = 90, friends_count = 251, statuses_count = 538, time_zone = "", last_update = "2015-04-12 05:43:44"
Sun, 12 Apr 15 05:45:16 -0400 | /140dev/db/parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xB7\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 587189724101525505, tweet_text = "RT @Eng_AZN: #الكويت الآن\n\n#غبار \n\n😷😷😷😷\n\n#غرد_صباحا\n#أجواء_الآن http://t.co/Ahv9kQYZU7", created_at = "2015-04-12 05:45:14", geo_lat = 0, geo_long = 0, user_id = 872575237, screen_name = "ABDULLAHALKHUDU", name = "نحن في رهن الأشاره ", profile_image_url = "http://pbs.twimg.com/profile_images/580899158090874880/tij4CzH6_normal.jpg", is_rt = 1
Sun, 12 Apr 15 05:47:38 -0400 | /140dev/db/parse_tweets.php -> in_table | Table '140dev.users' doesn't exist | SELECT * FROM users WHERE user_id="489555476"
Sun, 12 Apr 15 05:49:54 -0400 | /140dev/db/parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xB7\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 587190894144552961, tweet_text = "RT @Eng_AZN: #الكويت الآن\n\n#غبار \n\n😷😷😷😷\n\n#غرد_صباحا\n#أجواء_الآن http://t.co/Ahv9kQYZU7", created_at = "2015-04-12 05:49:53", geo_lat = 0, geo_long = 0, user_id = 1639119188, screen_name = "qatari111111", name = "3bdalla", profile_image_url = "http://pbs.twimg.com/profile_images/586645661862330368/x22skTG5_normal.jpg", is_rt = 1
